species,island,sex,year,measurement,value
Adelie,Biscoe,male,2008,bill_depth_mm,18.9
Adelie,Biscoe,male,2008,flipper_length_mm,188
Adelie,Biscoe,male,2008,body_mass_g,4300
Adelie,Biscoe,female,2008,bill_length_mm,35
Adelie,Biscoe,female,2008,bill_depth_mm,17.9
Adelie,Biscoe,female,2008,flipper_length_mm,190
Adelie,Biscoe,female,2008,body_mass_g,3450
Adelie,Biscoe,male,2008,bill_length_mm,42
Adelie,Biscoe,male,2008,bill_depth_mm,19.5
Adelie,Biscoe,male,2008,flipper_length_mm,200
Adelie,Biscoe,male,2008,body_mass_g,4050
Adelie,Biscoe,female,2008,bill_length_mm,34.5
Adelie,Biscoe,female,2008,bill_depth_mm,18.1
Adelie,Biscoe,female,2008,flipper_length_mm,187
Adelie,Biscoe,female,2008,body_mass_g,2900
Adelie,Biscoe,male,2008,bill_length_mm,41.4
Adelie,Biscoe,male,2008,bill_depth_mm,18.6
Adelie,Biscoe,male,2008,flipper_length_mm,191
Adelie,Biscoe,male,2008,body_mass_g,3700
Adelie,Biscoe,female,2008,bill_length_mm,39
Adelie,Biscoe,female,2008,bill_depth_mm,17.5
Adelie,Biscoe,female,2008,flipper_length_mm,186
Adelie,Biscoe,female,2008,body_mass_g,3550
Adelie,Biscoe,male,2008,bill_length_mm,40.6
Adelie,Biscoe,male,2008,bill_depth_mm,18.8
Adelie,Biscoe,male,2008,flipper_length_mm,193
Adelie,Biscoe,male,2008,body_mass_g,3800
Adelie,Biscoe,female,2008,bill_length_mm,36.5
Adelie,Biscoe,female,2008,bill_depth_mm,16.6
Adelie,Biscoe,female,2008,flipper_length_mm,181
Adelie,Biscoe,female,2008,body_mass_g,2850
Adelie,Biscoe,male,2008,bill_length_mm,37.6
Adelie,Biscoe,male,2008,bill_depth_mm,19.1
Adelie,Biscoe,male,2008,flipper_length_mm,194
Adelie,Biscoe,male,2008,body_mass_g,3750
Adelie,Biscoe,female,2008,bill_length_mm,35.7
Adelie,Biscoe,female,2008,bill_depth_mm,16.9
Adelie,Biscoe,female,2008,flipper_length_mm,185
Adelie,Biscoe,female,2008,body_mass_g,3150
Adelie,Biscoe,male,2008,bill_length_mm,41.3
Adelie,Biscoe,male,2008,bill_depth_mm,21.1
Adelie,Biscoe,male,2008,flipper_length_mm,195
Adelie,Biscoe,male,2008,body_mass_g,4400
Adelie,Biscoe,female,2008,bill_length_mm,37.6
Adelie,Biscoe,female,2008,bill_depth_mm,17
Adelie,Biscoe,female,2008,flipper_length_mm,185
Adelie,Biscoe,female,2008,body_mass_g,3600
Adelie,Biscoe,male,2008,bill_length_mm,41.1
Adelie,Biscoe,male,2008,bill_depth_mm,18.2
Adelie,Biscoe,male,2008,flipper_length_mm,192
Adelie,Biscoe,male,2008,body_mass_g,4050
Adelie,Biscoe,female,2008,bill_length_mm,36.4
Adelie,Biscoe,female,2008,bill_depth_mm,17.1
Adelie,Biscoe,female,2008,flipper_length_mm,184
Adelie,Biscoe,female,2008,body_mass_g,2850
Adelie,Biscoe,male,2008,bill_length_mm,41.6
Adelie,Biscoe,male,2008,bill_depth_mm,18
Adelie,Biscoe,male,2008,flipper_length_mm,192
Adelie,Biscoe,male,2008,body_mass_g,3950
Adelie,Biscoe,female,2008,bill_length_mm,35.5
Adelie,Biscoe,female,2008,bill_depth_mm,16.2
Adelie,Biscoe,female,2008,flipper_length_mm,195
Adelie,Biscoe,female,2008,body_mass_g,3350
Adelie,Biscoe,male,2008,bill_length_mm,41.1
Adelie,Biscoe,male,2008,bill_depth_mm,19.1
Adelie,Biscoe,male,2008,flipper_length_mm,188
Adelie,Biscoe,male,2008,body_mass_g,4100
Adelie,Torgersen,female,2008,bill_length_mm,35.9
Adelie,Torgersen,female,2008,bill_depth_mm,16.6
Adelie,Torgersen,female,2008,flipper_length_mm,190
Adelie,Torgersen,female,2008,body_mass_g,3050
Adelie,Torgersen,male,2008,bill_length_mm,41.8
Adelie,Torgersen,male,2008,bill_depth_mm,19.4
Adelie,Torgersen,male,2008,flipper_length_mm,198
Adelie,Torgersen,male,2008,body_mass_g,4450
Adelie,Torgersen,female,2008,bill_length_mm,33.5
Adelie,Torgersen,female,2008,bill_depth_mm,19
Adelie,Torgersen,female,2008,flipper_length_mm,190
Adelie,Torgersen,female,2008,body_mass_g,3600
Adelie,Torgersen,male,2008,bill_length_mm,39.7
Adelie,Torgersen,male,2008,bill_depth_mm,18.4
Adelie,Torgersen,male,2008,flipper_length_mm,190
Adelie,Torgersen,male,2008,body_mass_g,3900
Adelie,Torgersen,female,2008,bill_length_mm,39.6
Adelie,Torgersen,female,2008,bill_depth_mm,17.2
Adelie,Torgersen,female,2008,flipper_length_mm,196
Adelie,Torgersen,female,2008,body_mass_g,3550
Adelie,Torgersen,male,2008,bill_length_mm,45.8
Adelie,Torgersen,male,2008,bill_depth_mm,18.9
Adelie,Torgersen,male,2008,flipper_length_mm,197
Adelie,Torgersen,male,2008,body_mass_g,4150
Adelie,Torgersen,female,2008,bill_length_mm,35.5
Adelie,Torgersen,female,2008,bill_depth_mm,17.5
Adelie,Torgersen,female,2008,flipper_length_mm,190
Adelie,Torgersen,female,2008,body_mass_g,3700
Adelie,Torgersen,male,2008,bill_length_mm,42.8
Adelie,Torgersen,male,2008,bill_depth_mm,18.5
Adelie,Torgersen,male,2008,flipper_length_mm,195
Adelie,Torgersen,male,2008,body_mass_g,4250
Adelie,Torgersen,female,2008,bill_length_mm,40.9
Adelie,Torgersen,female,2008,bill_depth_mm,16.8
Adelie,Torgersen,female,2008,flipper_length_mm,191
Adelie,Torgersen,female,2008,body_mass_g,3700
Adelie,Torgersen,male,2008,bill_length_mm,37.2
Adelie,Torgersen,male,2008,bill_depth_mm,19.4
Adelie,Torgersen,male,2008,flipper_length_mm,184
Adelie,Torgersen,male,2008,body_mass_g,3900
Adelie,Torgersen,female,2008,bill_length_mm,36.2
Adelie,Torgersen,female,2008,bill_depth_mm,16.1
Adelie,Torgersen,female,2008,flipper_length_mm,187
Adelie,Torgersen,female,2008,body_mass_g,3550
Adelie,Torgersen,male,2008,bill_length_mm,42.1
Adelie,Torgersen,male,2008,bill_depth_mm,19.1
Adelie,Torgersen,male,2008,flipper_length_mm,195
Adelie,Torgersen,male,2008,body_mass_g,4000
Adelie,Torgersen,female,2008,bill_length_mm,34.6
Adelie,Torgersen,female,2008,bill_depth_mm,17.2
Adelie,Torgersen,female,2008,flipper_length_mm,189
Adelie,Torgersen,female,2008,body_mass_g,3200
Adelie,Torgersen,male,2008,bill_length_mm,42.9
Adelie,Torgersen,male,2008,bill_depth_mm,17.6
Adelie,Torgersen,male,2008,flipper_length_mm,196
Adelie,Torgersen,male,2008,body_mass_g,4700
Adelie,Torgersen,female,2008,bill_length_mm,36.7
Adelie,Torgersen,female,2008,bill_depth_mm,18.8
Adelie,Torgersen,female,2008,flipper_length_mm,187
Adelie,Torgersen,female,2008,body_mass_g,3800
Adelie,Torgersen,male,2008,bill_length_mm,35.1
Adelie,Torgersen,male,2008,bill_depth_mm,19.4
Adelie,Torgersen,male,2008,flipper_length_mm,193
Adelie,Torgersen,male,2008,body_mass_g,4200
Adelie,Dream,female,2008,bill_length_mm,37.3
Adelie,Dream,female,2008,bill_depth_mm,17.8
Adelie,Dream,female,2008,flipper_length_mm,191
Adelie,Dream,female,2008,body_mass_g,3350
Adelie,Dream,male,2008,bill_length_mm,41.3
Adelie,Dream,male,2008,bill_depth_mm,20.3
Adelie,Dream,male,2008,flipper_length_mm,194
Adelie,Dream,male,2008,body_mass_g,3550
Adelie,Dream,male,2008,bill_length_mm,36.3
Adelie,Dream,male,2008,bill_depth_mm,19.5
Adelie,Dream,male,2008,flipper_length_mm,190
Adelie,Dream,male,2008,body_mass_g,3800
Adelie,Dream,female,2008,bill_length_mm,36.9
Adelie,Dream,female,2008,bill_depth_mm,18.6
Adelie,Dream,female,2008,flipper_length_mm,189
Adelie,Dream,female,2008,body_mass_g,3500
Adelie,Dream,male,2008,bill_length_mm,38.3
Adelie,Dream,male,2008,bill_depth_mm,19.2
Adelie,Dream,male,2008,flipper_length_mm,189
Adelie,Dream,male,2008,body_mass_g,3950
Adelie,Dream,female,2008,bill_length_mm,38.9
Adelie,Dream,female,2008,bill_depth_mm,18.8
Adelie,Dream,female,2008,flipper_length_mm,190
Adelie,Dream,female,2008,body_mass_g,3600
Adelie,Dream,female,2008,bill_length_mm,35.7
Adelie,Dream,female,2008,bill_depth_mm,18
Adelie,Dream,female,2008,flipper_length_mm,202
Adelie,Dream,female,2008,body_mass_g,3550
Adelie,Dream,male,2008,bill_length_mm,41.1
Adelie,Dream,male,2008,bill_depth_mm,18.1
Adelie,Dream,male,2008,flipper_length_mm,205
Adelie,Dream,male,2008,body_mass_g,4300
Adelie,Dream,female,2008,bill_length_mm,34
Adelie,Dream,female,2008,bill_depth_mm,17.1
Adelie,Dream,female,2008,flipper_length_mm,185
Adelie,Dream,female,2008,body_mass_g,3400
Adelie,Dream,male,2008,bill_length_mm,39.6
Adelie,Dream,male,2008,bill_depth_mm,18.1
Adelie,Dream,male,2008,flipper_length_mm,186
Adelie,Dream,male,2008,body_mass_g,4450
Adelie,Dream,female,2008,bill_length_mm,36.2
Adelie,Dream,female,2008,bill_depth_mm,17.3
Adelie,Dream,female,2008,flipper_length_mm,187
Adelie,Dream,female,2008,body_mass_g,3300
Adelie,Dream,male,2008,bill_length_mm,40.8
Adelie,Dream,male,2008,bill_depth_mm,18.9
Adelie,Dream,male,2008,flipper_length_mm,208
Adelie,Dream,male,2008,body_mass_g,4300
Adelie,Dream,female,2008,bill_length_mm,38.1
Adelie,Dream,female,2008,bill_depth_mm,18.6
Adelie,Dream,female,2008,flipper_length_mm,190
Adelie,Dream,female,2008,body_mass_g,3700
Adelie,Dream,male,2008,bill_length_mm,40.3
Adelie,Dream,male,2008,bill_depth_mm,18.5
Adelie,Dream,male,2008,flipper_length_mm,196
Adelie,Dream,male,2008,body_mass_g,4350
Adelie,Dream,female,2008,bill_length_mm,33.1
Adelie,Dream,female,2008,bill_depth_mm,16.1
Adelie,Dream,female,2008,flipper_length_mm,178
Adelie,Dream,female,2008,body_mass_g,2900
Adelie,Dream,male,2008,bill_length_mm,43.2
Adelie,Dream,male,2008,bill_depth_mm,18.5
Adelie,Dream,male,2008,flipper_length_mm,192
Adelie,Dream,male,2008,body_mass_g,4100
Adelie,Biscoe,female,2009,bill_length_mm,35
Adelie,Biscoe,female,2009,bill_depth_mm,17.9
Adelie,Biscoe,female,2009,flipper_length_mm,192
Adelie,Biscoe,female,2009,body_mass_g,3725
Adelie,Biscoe,male,2009,bill_length_mm,41
Adelie,Biscoe,male,2009,bill_depth_mm,20
Adelie,Biscoe,male,2009,flipper_length_mm,203
Adelie,Biscoe,male,2009,body_mass_g,4725
Adelie,Biscoe,female,2009,bill_length_mm,37.7
Adelie,Biscoe,female,2009,bill_depth_mm,16
Adelie,Biscoe,female,2009,flipper_length_mm,183
Adelie,Biscoe,female,2009,body_mass_g,3075
Adelie,Biscoe,male,2009,bill_length_mm,37.8
Adelie,Biscoe,male,2009,bill_depth_mm,20
Adelie,Biscoe,male,2009,flipper_length_mm,190
Adelie,Biscoe,male,2009,body_mass_g,4250
Adelie,Biscoe,female,2009,bill_length_mm,37.9
Adelie,Biscoe,female,2009,bill_depth_mm,18.6
Adelie,Biscoe,female,2009,flipper_length_mm,193
Adelie,Biscoe,female,2009,body_mass_g,2925
Adelie,Biscoe,male,2009,bill_length_mm,39.7
Adelie,Biscoe,male,2009,bill_depth_mm,18.9
Adelie,Biscoe,male,2009,flipper_length_mm,184
Adelie,Biscoe,male,2009,body_mass_g,3550
Adelie,Biscoe,female,2009,bill_length_mm,38.6
Adelie,Biscoe,female,2009,bill_depth_mm,17.2
Adelie,Biscoe,female,2009,flipper_length_mm,199
Adelie,Biscoe,female,2009,body_mass_g,3750
Adelie,Biscoe,male,2009,bill_length_mm,38.2
Adelie,Biscoe,male,2009,bill_depth_mm,20
Adelie,Biscoe,male,2009,flipper_length_mm,190
Adelie,Biscoe,male,2009,body_mass_g,3900
Adelie,Biscoe,female,2009,bill_length_mm,38.1
Adelie,Biscoe,female,2009,bill_depth_mm,17
Adelie,Biscoe,female,2009,flipper_length_mm,181
Adelie,Biscoe,female,2009,body_mass_g,3175
Adelie,Biscoe,male,2009,bill_length_mm,43.2
Adelie,Biscoe,male,2009,bill_depth_mm,19
Adelie,Biscoe,male,2009,flipper_length_mm,197
Adelie,Biscoe,male,2009,body_mass_g,4775
Adelie,Biscoe,female,2009,bill_length_mm,38.1
Adelie,Biscoe,female,2009,bill_depth_mm,16.5
Adelie,Biscoe,female,2009,flipper_length_mm,198
Adelie,Biscoe,female,2009,body_mass_g,3825
Adelie,Biscoe,male,2009,bill_length_mm,45.6
Adelie,Biscoe,male,2009,bill_depth_mm,20.3
Adelie,Biscoe,male,2009,flipper_length_mm,191
Adelie,Biscoe,male,2009,body_mass_g,4600
Adelie,Biscoe,female,2009,bill_length_mm,39.7
Adelie,Biscoe,female,2009,bill_depth_mm,17.7
Adelie,Biscoe,female,2009,flipper_length_mm,193
Adelie,Biscoe,female,2009,body_mass_g,3200
Adelie,Biscoe,male,2009,bill_length_mm,42.2
Adelie,Biscoe,male,2009,bill_depth_mm,19.5
Adelie,Biscoe,male,2009,flipper_length_mm,197
Adelie,Biscoe,male,2009,body_mass_g,4275
Adelie,Biscoe,female,2009,bill_length_mm,39.6
Adelie,Biscoe,female,2009,bill_depth_mm,20.7
Adelie,Biscoe,female,2009,flipper_length_mm,191
Adelie,Biscoe,female,2009,body_mass_g,3900
Adelie,Biscoe,male,2009,bill_length_mm,42.7
Adelie,Biscoe,male,2009,bill_depth_mm,18.3
Adelie,Biscoe,male,2009,flipper_length_mm,196
Adelie,Biscoe,male,2009,body_mass_g,4075
Adelie,Torgersen,female,2009,bill_length_mm,38.6
Adelie,Torgersen,female,2009,bill_depth_mm,17
Adelie,Torgersen,female,2009,flipper_length_mm,188
Adelie,Torgersen,female,2009,body_mass_g,2900
Adelie,Torgersen,male,2009,bill_length_mm,37.3
Adelie,Torgersen,male,2009,bill_depth_mm,20.5
Adelie,Torgersen,male,2009,flipper_length_mm,199
Adelie,Torgersen,male,2009,body_mass_g,3775
Adelie,Torgersen,female,2009,bill_length_mm,35.7
Adelie,Torgersen,female,2009,bill_depth_mm,17
Adelie,Torgersen,female,2009,flipper_length_mm,189
Adelie,Torgersen,female,2009,body_mass_g,3350
Adelie,Torgersen,male,2009,bill_length_mm,41.1
Adelie,Torgersen,male,2009,bill_depth_mm,18.6
Adelie,Torgersen,male,2009,flipper_length_mm,189
Adelie,Torgersen,male,2009,body_mass_g,3325
Adelie,Torgersen,female,2009,bill_length_mm,36.2
Adelie,Torgersen,female,2009,bill_depth_mm,17.2
Adelie,Torgersen,female,2009,flipper_length_mm,187
Adelie,Torgersen,female,2009,body_mass_g,3150
Adelie,Torgersen,male,2009,bill_length_mm,37.7
Adelie,Torgersen,male,2009,bill_depth_mm,19.8
Adelie,Torgersen,male,2009,flipper_length_mm,198
Adelie,Torgersen,male,2009,body_mass_g,3500
Adelie,Torgersen,female,2009,bill_length_mm,40.2
Adelie,Torgersen,female,2009,bill_depth_mm,17
Adelie,Torgersen,female,2009,flipper_length_mm,176
Adelie,Torgersen,female,2009,body_mass_g,3450
Adelie,Torgersen,male,2009,bill_length_mm,41.4
Adelie,Torgersen,male,2009,bill_depth_mm,18.5
Adelie,Torgersen,male,2009,flipper_length_mm,202
Adelie,Torgersen,male,2009,body_mass_g,3875
Adelie,Torgersen,female,2009,bill_length_mm,35.2
Adelie,Torgersen,female,2009,bill_depth_mm,15.9
Adelie,Torgersen,female,2009,flipper_length_mm,186
Adelie,Torgersen,female,2009,body_mass_g,3050
Adelie,Torgersen,male,2009,bill_length_mm,40.6
Adelie,Torgersen,male,2009,bill_depth_mm,19
Adelie,Torgersen,male,2009,flipper_length_mm,199
Adelie,Torgersen,male,2009,body_mass_g,4000
Adelie,Torgersen,female,2009,bill_length_mm,38.8
Adelie,Torgersen,female,2009,bill_depth_mm,17.6
Adelie,Torgersen,female,2009,flipper_length_mm,191
Adelie,Torgersen,female,2009,body_mass_g,3275
Adelie,Torgersen,male,2009,bill_length_mm,41.5
Adelie,Torgersen,male,2009,bill_depth_mm,18.3
Adelie,Torgersen,male,2009,flipper_length_mm,195
Adelie,Torgersen,male,2009,body_mass_g,4300
Adelie,Torgersen,female,2009,bill_length_mm,39
Adelie,Torgersen,female,2009,bill_depth_mm,17.1
Adelie,Torgersen,female,2009,flipper_length_mm,191
Adelie,Torgersen,female,2009,body_mass_g,3050
Adelie,Torgersen,male,2009,bill_length_mm,44.1
Adelie,Torgersen,male,2009,bill_depth_mm,18
Adelie,Torgersen,male,2009,flipper_length_mm,210
Adelie,Torgersen,male,2009,body_mass_g,4000
